Rok,Kandidátnílistina,Kandidátnílistina.1,Poř.číslo,Kandidát,Kandidát.1,Věk,Navrh.strana,Polit.přísl.,Hlasy,Hlasy.1,Pořadí,Mandát
Rok,Kandidátnílistina,Kandidátnílistina,Poř.číslo,"Příjmení, jméno",Tituly,Věk,Navrh.strana,Polit.přísl.,abs.,v %,Pořadí,Mandát
2002,1,Strana zelených,8,Adam Tomáš,,49,SZ,SZ,668,3.92,4,
2002,1,Strana zelených,22,Adam Tomáš,,23,SZ,BEZPP,441,2.58,23,
2002,9,Česká strana národně sociální,1,Albrecht Miloslav,,42,ČSNS,ČSNS,319,16.07,,
2002,9,Česká strana národně sociální,5,Antoš Jan,,30,ČSNS,BEZPP,103,5.18,,
2002,1,Strana zelených,4,Bachová Marie,,56,SZ,BEZPP,516,3.02,10,
2002,2,Unie svobody-Demokratická unie,2,Bajer Marek,,26,US-DEU,US-DEU,393,8.47,,
2002,2,Unie svobody-Demokratická unie,6,Bajerová Jana,,45,US-DEU,BEZPP,247,5.32,,
2002,9,Česká strana národně sociální,26,Bari Jan,,34,ČSNS,BEZPP,36,1.81,,
2002,9,Česká strana národně sociální,8,Bariová Božena,,33,ČSNS,BEZPP,57,2.87,,
2002,3,Česká str.sociálně demokrat.,32,Bartoňová Dagmar,,41,ČSSD,BEZPP,1 180,2.04,26,
2002,1,Strana zelených,5,Bartoš Jiří,Bc.,24,SZ,BEZPP,706,4.14,3,
2002,10,NEZÁVISLÍ,4,Bartoš Jiří,,52,NEZ,BEZPP,1 106,3.89,2,
2002,1,Strana zelených,3,Bednář Bohumil,Ing.,39,SZ,SZ,918,5.38,1,
2002,8,Sdružení nezávislých,10,Beneš Luděk,PhDr.,48,SNK ED,BEZPP,2 117,3.63,5,*
2002,1,Strana zelených,15,Beran Jaroslav,,39,SZ,BEZPP,464,2.72,17,
2002,6,Křesť.demokr.unie-Čs.str.lid.,18,Bernátová Marie,,42,KDU-ČSL,BEZPP,505,2.36,17,
2002,5,Občanská demokratická strana,9,Beznoska Adolf,Ing.,40,ODS,ODS,3 407,3.41,5,*
2002,2,Unie svobody-Demokratická unie,8,Bílá Stanislava,,28,US-DEU,BEZPP,196,4.22,,
2002,6,Křesť.demokr.unie-Čs.str.lid.,1,Blecha Karel,Ing.,47,KDU-ČSL,KDU-ČSL,1 184,5.55,2,
2002,2,Unie svobody-Demokratická unie,10,Bruntz Jiří,,25,US-DEU,BEZPP,181,3.90,,
2002,1,Strana zelených,26,Bříza Pavel,,23,SZ,BEZPP,374,2.19,26,
2002,1,Strana zelených,18,Břízová Alena,,22,SZ,BEZPP,404,2.37,19,
2002,5,Občanská demokratická strana,14,Bubnová Helena,,48,ODS,ODS,3 121,3.13,4,
2002,8,Sdružení nezávislých,30,Buda Otakar,MUDr.,71,SNK ED,BEZPP,1 448,2.48,24,
2002,2,Unie svobody-Demokratická unie,7,Burda Pavel,,30,US-DEU,BEZPP,209,4.50,,
2002,5,Občanská demokratická strana,5,Buřil Jaroslav,,67,ODS,ODS,3 213,3.22,7,*
2002,5,Občanská demokratická strana,24,Čapek Stanislav,,76,ODS,ODS,2 766,2.77,14,
2002,6,Křesť.demokr.unie-Čs.str.lid.,22,Čečilová Edita,DiS.,23,KDU-ČSL,BEZPP,434,2.03,20,
2002,7,Komunistická str.Čech a Moravy,8,Čenec Martin,,25,KSČM,BEZPP,1 530,3.07,3,
2002,1,Strana zelených,1,Červená Helena,Mgr.,61,SZ,SZ,1 110,6.51,1,*
2002,10,NEZÁVISLÍ,13,Červínek Vojtěch,,54,NEZ,BEZPP,1 070,3.77,5,
2002,3,Česká str.sociálně demokrat.,9,Čuban Miroslav,Ing.,66,ČSSD,ČSSD,2 115,3.65,6,*
2002,10,NEZÁVISLÍ,1,Čupík Jaroslav,,56,NEZ,BEZPP,1 369,4.82,1,
2002,9,Česká strana národně sociální,23,Dlask Jaroslav,,41,ČSNS,BEZPP,58,2.92,,
2002,9,Česká strana národně sociální,25,Dlasková Zdeňka,,41,ČSNS,BEZPP,62,3.12,,
2002,6,Křesť.demokr.unie-Čs.str.lid.,9,Dobrkovský Petr,Ing.,64,KDU-ČSL,BEZPP,1 217,5.71,1,
2002,7,Komunistická str.Čech a Moravy,6,Dovolil Josef,Ing.,45,KSČM,KSČM,1 680,3.37,3,*
2002,3,Česká str.sociálně demokrat.,30,Drahota Josef,,56,ČSSD,ČSSD,1 312,2.26,24,
2002,10,NEZÁVISLÍ,9,Drahota Petr,,57,NEZ,BEZPP,887,3.12,8,
2002,4,Republikáni Miroslava Sládka,4,Dvorská Lucie,,29,RMS,BEZPP,81,9.85,,
2002,1,Strana zelených,14,Dvořáčková Miroslava,,37,SZ,BEZPP,406,2.38,16,
2002,5,Občanská demokratická strana,17,Džuvarovský Marek,Ing.,27,ODS,ODS,3 121,3.13,7,
2002,7,Komunistická str.Čech a Moravy,11,Erben Zdeněk,,46,KSČM,KSČM,1 550,3.11,6,
2002,10,NEZÁVISLÍ,17,Erychleb Jan,,56,NEZ,BEZPP,856,3.01,14,
2002,5,Občanská demokratická strana,12,Faltová Jana,Ing.,38,ODS,ODS,3 264,3.27,2,
2002,1,Strana zelených,23,Fiala Marek,,27,SZ,BEZPP,434,2.54,24,
2002,7,Komunistická str.Čech a Moravy,22,Földes Josef,,71,KSČM,BEZPP,1 414,2.83,17,
2002,1,Strana zelených,25,Formánková Libuše,JUDr.,43,SZ,BEZPP,608,3.56,8,
2002,1,Strana zelených,20,Fořt Stanislav,,32,SZ,BEZPP,396,2.32,21,
2002,5,Občanská demokratická strana,6,Francírek Pavel,Ing.,53,ODS,BEZPP,3 531,3.54,2,*
2002,5,Občanská demokratická strana,15,Frič Jaroslav,,27,ODS,ODS,3 077,3.08,5,
2002,1,Strana zelených,6,Frýdová Jitka,Mgr.,59,SZ,BEZPP,617,3.62,7,
2002,1,Strana zelených,7,Gavurová Ludmila,,30,SZ,BEZPP,461,2.70,11,
2002,8,Sdružení nezávislých,7,Ginsl Jaroslav,,57,SNK ED,BEZPP,1 525,2.61,7,
2002,6,Křesť.demokr.unie-Čs.str.lid.,25,Gleisner Karel,,48,KDU-ČSL,KDU-ČSL,407,1.90,23,
2002,7,Komunistická str.Čech a Moravy,21,Gregorovič Petr,,29,KSČM,KSČM,1 464,2.93,16,
2002,7,Komunistická str.Čech a Moravy,12,Gros Václav,,55,KSČM,KSČM,1 527,3.06,7,
2002,7,Komunistická str.Čech a Moravy,19,Gruntová Jana,,59,KSČM,KSČM,1 435,2.88,14,
2002,4,Republikáni Miroslava Sládka,7,Hájek František,,56,RMS,BEZPP,58,7.05,,
2002,8,Sdružení nezávislých,6,Hajný Rudolf,Ing.,59,SNK ED,BEZPP,1 904,3.26,6,
2002,1,Strana zelených,32,Halamíček Lukáš,,26,SZ,BEZPP,393,2.30,31,
2002,3,Česká str.sociálně demokrat.,7,Hamáček Jan,,23,ČSSD,ČSSD,1 978,3.42,4,
2002,3,Česká str.sociálně demokrat.,19,Hamplová Bohuslava,,47,ČSSD,BEZPP,1 598,2.76,13,
2002,5,Občanská demokratická strana,11,Hanibal Kamil,Ing.,61,ODS,ODS,3 065,3.07,1,
2002,10,NEZÁVISLÍ,18,Hason Milan,Mgr.,47,NEZ,BEZPP,814,2.87,15,
2002,5,Občanská demokratická strana,31,Hauer Milan,,35,ODS,BEZPP,2 450,2.45,21,
2002,10,NEZÁVISLÍ,23,Havlík Miloslav,,43,NEZ,BEZPP,551,1.94,20,
2002,9,Česká strana národně sociální,3,Havlíková Anna,,46,ČSNS,BEZPP,100,5.03,,
2002,7,Komunistická str.Čech a Moravy,20,Heller Miroslav,,53,KSČM,KSČM,1 466,2.94,15,
2002,6,Křesť.demokr.unie-Čs.str.lid.,32,Herinková Ladislava,RNDr.,45,KDU-ČSL,BEZPP,499,2.34,30,
2002,5,Občanská demokratická strana,23,Hladík Josef,,59,ODS,ODS,2 907,2.91,13,
2002,3,Česká str.sociálně demokrat.,27,Hloušek Stanislav,,58,ČSSD,ČSSD,1 400,2.42,21,
2002,7,Komunistická str.Čech a Moravy,14,Holub Jiří,,64,KSČM,KSČM,1 479,2.96,9,
2002,1,Strana zelených,19,Honzejk Jiří,Ing.,42,SZ,BEZPP,466,2.73,20,
2002,8,Sdružení nezávislých,31,Hradcová Marie,,57,SNK ED,BEZPP,1 167,2.00,25,
2002,8,Sdružení nezávislých,3,Hradec Josef,,63,SNK ED,BEZPP,1 832,3.14,3,
2002,7,Komunistická str.Čech a Moravy,7,Hrčka Michael,,39,KSČM,BEZPP,1 543,3.09,2,
2002,7,Komunistická str.Čech a Moravy,16,Hrubá Hana,Mgr.,45,KSČM,KSČM,1 533,3.07,11,
2002,10,NEZÁVISLÍ,33,Hrůša Vlastimil,,70,NEZ,BEZPP,509,1.79,30,
2002,10,NEZÁVISLÍ,12,Hubáček Jaroslav,,65,NEZ,BEZPP,680,2.39,10,
2002,7,Komunistická str.Čech a Moravy,9,Hušek Josef,,62,KSČM,BEZPP,1 504,3.01,4,
2002,3,Česká str.sociálně demokrat.,12,Chládková Hana,,49,ČSSD,BEZPP,1 894,3.27,7,
2002,5,Občanská demokratická strana,18,Janeček Pavel,Ing.,25,ODS,ODS,3 166,3.17,8,
2002,8,Sdružení nezávislých,29,Janhuba Jiří,Ing.,39,SNK ED,BEZPP,1 365,2.34,23,
2002,8,Sdružení nezávislých,32,Jaroměřský Jan,Ing.,64,SNK ED,BEZPP,1 369,2.35,26,
2002,8,Sdružení nezávislých,27,Jecelín Bohumil,,79,SNK ED,BEZPP,1 483,2.54,21,
2002,5,Občanská demokratická strana,8,Jelínek Jaroslav,,63,ODS,ODS,3 312,3.32,9,*
2002,8,Sdružení nezávislých,17,Jenčíková Jaroslava,,50,SNK ED,BEZPP,1 719,2.95,12,
2002,4,Republikáni Miroslava Sládka,2,Jirdová Eva,,49,RMS,BEZPP,94,11.43,,
2002,8,Sdružení nezávislých,8,Jonáš Martin,Ing.,34,SNK ED,BEZPP,2 086,3.58,2,
2002,10,NEZÁVISLÍ,20,Juranka Aleš,,36,NEZ,BEZPP,723,2.54,17,
2002,3,Česká str.sociálně demokrat.,25,Kacian František,Ing.,57,ČSSD,ČSSD,1 462,2.52,19,
2002,3,Česká str.sociálně demokrat.,1,Kadaník Petr,Ing.,59,ČSSD,ČSSD,2 711,4.69,1,*
2002,5,Občanská demokratická strana,10,Kalát Václav,Mgr.,48,ODS,ODS,3 255,3.26,10,*
2002,6,Křesť.demokr.unie-Čs.str.lid.,26,Kamenická Marie,,49,KDU-ČSL,BEZPP,448,2.10,24,
2002,2,Unie svobody-Demokratická unie,14,Kancíř Roman,,40,US-DEU,BEZPP,177,3.81,,
2002,8,Sdružení nezávislých,28,Kapeller Petr,,53,SNK ED,BEZPP,1 375,2.36,22,
2002,9,Česká strana národně sociální,18,Karvaiová Jana,,62,ČSNS,BEZPP,37,1.86,,
2002,9,Česká strana národně sociální,7,Kašík Jaroslav,,40,ČSNS,BEZPP,62,3.12,,
2002,6,Křesť.demokr.unie-Čs.str.lid.,16,Kašpar Václav,Ing.,36,KDU-ČSL,BEZPP,514,2.41,15,
2002,2,Unie svobody-Demokratická unie,3,Kavan Jan,,67,US-DEU,US-DEU,425,9.16,,
2002,7,Komunistická str.Čech a Moravy,29,Kepka František,,59,KSČM,KSČM,1 356,2.72,24,
2002,5,Občanská demokratická strana,29,Klíbr Zdeněk,,73,ODS,ODS,2 475,2.48,19,
2002,8,Sdružení nezávislých,25,Klipec Milan,,57,SNK ED,BEZPP,2 188,3.75,4,*
2002,6,Křesť.demokr.unie-Čs.str.lid.,10,Kloudová Marie,MUDr.,39,KDU-ČSL,BEZPP,809,3.79,6,
2002,4,Republikáni Miroslava Sládka,5,Kočí Jiří,,23,RMS,RMS,72,8.75,,
2002,9,Česká strana národně sociální,19,Koky Jozef,,62,ČSNS,BEZPP,36,1.81,,
2002,9,Česká strana národně sociální,28,Kokyová Jolana,,56,ČSNS,BEZPP,31,1.56,,
2002,9,Česká strana národně sociální,16,Kokyová Marcela,,27,ČSNS,BEZPP,48,2.41,,
2002,5,Občanská demokratická strana,16,Kolář Dalibor,,33,ODS,ODS,3 037,3.04,6,
2002,5,Občanská demokratická strana,32,Kolář Jiří,,79,ODS,ODS,2 153,2.15,22,
2002,1,Strana zelených,13,Konývková Eva,,44,SZ,BEZPP,557,3.27,15,
2002,9,Česká strana národně sociální,11,Kopecká Helena,,29,ČSNS,BEZPP,57,2.87,,
2002,9,Česká strana národně sociální,6,Kopecký Peter,,31,ČSNS,BEZPP,61,3.07,,
2002,10,NEZÁVISLÍ,8,Kosina František,RNDr.,46,NEZ,BEZPP,1 078,3.80,4,
2002,5,Občanská demokratická strana,30,Kosnarová Jana,,56,ODS,ODS,2 514,2.52,20,
2002,8,Sdružení nezávislých,26,Kotlaba Radek,Mgr.,35,SNK ED,BEZPP,1 908,3.27,20,
2002,3,Česká str.sociálně demokrat.,28,Kouřil Martin,,22,ČSSD,BEZPP,1 419,2.45,22,
2002,7,Komunistická str.Čech a Moravy,4,Kovář František,,49,KSČM,KSČM,1 646,3.30,5,*
2002,1,Strana zelených,2,Kozmérová Alena,Ing.,32,SZ,BEZPP,885,5.19,2,
2002,3,Česká str.sociálně demokrat.,13,Králík Miroslav,Ing.,58,ČSSD,ČSSD,1 981,3.42,3,
2002,3,Česká str.sociálně demokrat.,10,Králíková Alexandra,PhDr.,45,ČSSD,ČSSD,1 905,3.29,6,
2002,1,Strana zelených,29,Králová Jana,,29,SZ,BEZPP,339,1.99,28,
2002,3,Česká str.sociálně demokrat.,20,Krbeček Václav,Mgr.,65,ČSSD,ČSSD,1 561,2.70,14,
2002,8,Sdružení nezávislých,13,Krejčí Karel,,57,SNK ED,BEZPP,1 546,2.65,9,
2002,5,Občanská demokratická strana,22,Krist Tomáš,,27,ODS,ODS,2 935,2.94,12,
2002,1,Strana zelených,10,Kroc Tomáš,,32,SZ,BEZPP,490,2.87,13,
2002,10,NEZÁVISLÍ,25,Křemenák Jaroslav,,53,NEZ,BEZPP,548,1.93,22,
2002,3,Česká str.sociálně demokrat.,26,Kubelková Jarmila,PaedDr.,46,ČSSD,BEZPP,1 623,2.80,20,
2002,1,Strana zelených,33,Kubín František,,79,SZ,SZ,265,1.55,32,
2002,10,NEZÁVISLÍ,32,Kubínová Svatava,,31,NEZ,BEZPP,467,1.64,29,
2002,6,Křesť.demokr.unie-Čs.str.lid.,23,Kudláček Petr,,22,KDU-ČSL,BEZPP,408,1.91,21,
2002,2,Unie svobody-Demokratická unie,4,Kudrna Michal,,27,US-DEU,US-DEU,262,5.64,,
2002,3,Česká str.sociálně demokrat.,11,Kuhnová Zdeňka,PaedDr.,42,ČSSD,BEZPP,2 074,3.58,1,
2002,7,Komunistická str.Čech a Moravy,28,Kuchtová Marie,,61,KSČM,KSČM,1 379,2.76,23,
2002,7,Komunistická str.Čech a Moravy,32,Kuková Jarmila,,62,KSČM,KSČM,1 283,2.57,27,
2002,1,Strana zelených,9,Kulhánková Eliška,,38,SZ,BEZPP,453,2.65,12,
2002,3,Česká str.sociálně demokrat.,15,Kulka Rudolf,,58,ČSSD,ČSSD,1 739,3.00,9,
2002,8,Sdružení nezávislých,1,Kvaizar Svatopluk,Mgr.,58,SNK ED,BEZPP,3 719,6.38,1,*
2002,5,Občanská demokratická strana,19,Kvasnička Petr,Mgr.,35,ODS,ODS,3 137,3.14,9,
2002,5,Občanská demokratická strana,28,Lakatoš Jozef,,51,ODS,ODS,2 587,2.59,18,
2002,7,Komunistická str.Čech a Moravy,10,Lauberová Dana,,52,KSČM,KSČM,1 534,3.07,5,
2002,10,NEZÁVISLÍ,28,Lhoťanová Eva,RNDr.,37,NEZ,BEZPP,598,2.10,25,
2002,9,Česká strana národně sociální,9,Lhotská Marie,,38,ČSNS,BEZPP,59,2.97,,
2002,9,Česká strana národně sociální,12,Lhotský Josef,,41,ČSNS,BEZPP,50,2.51,,
2002,9,Česká strana národně sociální,4,Lochman Vladimír,,66,ČSNS,BEZPP,54,2.72,,
2002,8,Sdružení nezávislých,16,Ludvík Miroslav,,62,SNK ED,BEZPP,1 350,2.31,11,
2002,10,NEZÁVISLÍ,16,Macháček Jiří,,64,NEZ,BEZPP,662,2.33,13,
2002,7,Komunistická str.Čech a Moravy,5,Machová Vlasta,,58,KSČM,KSČM,1 643,3.29,1,
2002,3,Česká str.sociálně demokrat.,6,Maňásek Jaroslav,Mgr.,59,ČSSD,ČSSD,2 221,3.84,4,*
2002,5,Občanská demokratická strana,26,Marcjaniková Daniela,,55,ODS,ODS,3 099,3.10,16,
2002,6,Křesť.demokr.unie-Čs.str.lid.,15,Marešová Veronika,MUDr.,36,KDU-ČSL,BEZPP,660,3.09,14,
2002,10,NEZÁVISLÍ,22,Martinec Otakar,Ing.,51,NEZ,BEZPP,668,2.35,19,
2002,3,Česká str.sociálně demokrat.,16,Mašková Marcela,,51,ČSSD,ČSSD,1 662,2.87,10,
2002,1,Strana zelených,24,Matějíček Vladimír,,25,SZ,BEZPP,366,2.14,25,
2002,8,Sdružení nezávislých,22,Melichar Jan,,52,SNK ED,BEZPP,1 493,2.56,17,
2002,7,Komunistická str.Čech a Moravy,27,Melichar Zdeněk,,61,KSČM,KSČM,1 385,2.78,22,
2002,1,Strana zelených,21,Mlejnková Alena,,21,SZ,BEZPP,421,2.47,22,
2002,5,Občanská demokratická strana,27,Mudroch Jaroslav,,39,ODS,ODS,2 681,2.68,17,
2002,10,NEZÁVISLÍ,24,Mydlář Petr,,50,NEZ,BEZPP,605,2.13,21,
2002,5,Občanská demokratická strana,25,Najman Karel,,35,ODS,ODS,2 880,2.88,15,
2002,1,Strana zelených,30,Návesník Luboš,,26,SZ,BEZPP,326,1.91,29,
2002,10,NEZÁVISLÍ,29,Navrátil Vratislav,,38,NEZ,BEZPP,597,2.10,26,
2002,3,Česká str.sociálně demokrat.,21,Nebeská Josefína,,19,ČSSD,ČSSD,1 586,2.74,15,
2002,3,Česká str.sociálně demokrat.,5,Nebeský Josef,,51,ČSSD,ČSSD,1 889,3.26,5,
2002,6,Křesť.demokr.unie-Čs.str.lid.,2,Nechanický Pavel,MUDr.,44,KDU-ČSL,BEZPP,1 729,8.11,1,*
2002,10,NEZÁVISLÍ,15,Nejman Jan,,33,NEZ,BEZPP,763,2.69,12,
2002,6,Křesť.demokr.unie-Čs.str.lid.,28,Němeček František,,64,KDU-ČSL,BEZPP,454,2.13,26,
2002,6,Křesť.demokr.unie-Čs.str.lid.,5,Němeček Pavel,,36,KDU-ČSL,KDU-ČSL,632,2.96,9,
2002,4,Republikáni Miroslava Sládka,6,Netušil Oldřich,,55,RMS,BEZPP,73,8.88,,
2002,5,Občanská demokratická strana,7,Neuman Miloslav,,50,ODS,ODS,3 125,3.13,8,*
2002,10,NEZÁVISLÍ,11,Novák Jaroslav,MUDr.,47,NEZ,BEZPP,829,2.92,9,
2002,6,Křesť.demokr.unie-Čs.str.lid.,11,Novák Václav,,19,KDU-ČSL,BEZPP,509,2.38,11,
2002,6,Křesť.demokr.unie-Čs.str.lid.,19,Nováková Zdeňka,,56,KDU-ČSL,KDU-ČSL,451,2.11,18,
2002,1,Strana zelených,11,Novotná Vlasta,,59,SZ,BEZPP,587,3.44,9,
2002,6,Křesť.demokr.unie-Čs.str.lid.,8,Novotný Milan,,47,KDU-ČSL,KDU-ČSL,490,2.29,10,
2002,5,Občanská demokratická strana,4,Nwelati Raduan,MUDr.,36,ODS,ODS,3 446,3.45,4,*
2002,7,Komunistická str.Čech a Moravy,3,Odnoha Václav,,48,KSČM,KSČM,1 615,3.24,4,*
2002,5,Občanská demokratická strana,3,Olšák Miroslav,Ing.,41,ODS,ODS,3 515,3.52,3,*
2002,6,Křesť.demokr.unie-Čs.str.lid.,31,Oplt Josef,,22,KDU-ČSL,BEZPP,348,1.63,29,
2002,8,Sdružení nezávislých,23,Palek Michal,Ing.,41,SNK ED,BEZPP,1 599,2.74,18,
2002,7,Komunistická str.Čech a Moravy,13,Paloušová Hana,Ing.,54,KSČM,KSČM,1 583,3.17,8,
2002,6,Křesť.demokr.unie-Čs.str.lid.,6,Pátek Jan,Ing.,49,KDU-ČSL,BEZPP,778,3.65,7,
2002,8,Sdružení nezávislých,12,Pavlíček Miloš,MUDr.,54,SNK ED,BEZPP,2 343,4.02,3,*
2002,1,Strana zelených,16,Pavlíčková Alena,Bc.,23,SZ,BEZPP,538,3.15,18,
2002,8,Sdružení nezávislých,18,Pavlík Otakar,Ing.,68,SNK ED,BEZPP,1 432,2.45,13,
2002,10,NEZÁVISLÍ,27,Pavlíková Alena,,56,NEZ,BEZPP,552,1.94,24,
2002,8,Sdružení nezávislých,33,Pecka Miloslav,,46,SNK ED,BEZPP,1 102,1.89,27,
2002,6,Křesť.demokr.unie-Čs.str.lid.,27,Pekárková Eva,,22,KDU-ČSL,BEZPP,397,1.86,25,
2002,3,Česká str.sociálně demokrat.,2,Pešková Eva,PhDr.,62,ČSSD,BEZPP,2 373,4.10,2,*
2002,9,Česká strana národně sociální,24,Pešková Jaroslava,,46,ČSNS,BEZPP,49,2.46,,
2002,10,NEZÁVISLÍ,5,Petrtýl František,Ing.,43,NEZ,BEZPP,1 098,3.87,3,
2002,3,Česká str.sociálně demokrat.,8,Pišinger Milan,,54,ČSSD,BEZPP,2 139,3.70,5,*
2002,2,Unie svobody-Demokratická unie,15,Pokora Ladislav,,29,US-DEU,BEZPP,235,5.06,,
2002,10,NEZÁVISLÍ,31,Pokorná Věra,,51,NEZ,BEZPP,535,1.88,28,
2002,10,NEZÁVISLÍ,26,Pokorný Milan,,52,NEZ,BEZPP,597,2.10,23,
2002,2,Unie svobody-Demokratická unie,11,Polák Peter,,57,US-DEU,US-DEU,156,3.36,,
2002,10,NEZÁVISLÍ,2,Polívka Jaroslav,Mgr.,60,NEZ,BEZPP,2 141,7.54,1,*
2002,5,Občanská demokratická strana,1,Poslt Milan,Mgr.,54,ODS,ODS,3 763,3.77,1,*
2002,6,Křesť.demokr.unie-Čs.str.lid.,14,Pospíšilová Mária,,57,KDU-ČSL,KDU-ČSL,507,2.37,13,
2002,3,Česká str.sociálně demokrat.,4,Povšík Robin,,23,ČSSD,ČSSD,2 284,3.95,3,*
2002,6,Křesť.demokr.unie-Čs.str.lid.,17,Procházková Miroslava,,54,KDU-ČSL,BEZPP,569,2.66,16,
2002,7,Komunistická str.Čech a Moravy,15,Prokop Jan,,53,KSČM,KSČM,1 518,3.04,10,
2002,7,Komunistická str.Čech a Moravy,30,Proroková Marie,,56,KSČM,BEZPP,1 338,2.68,25,
2002,10,NEZÁVISLÍ,3,Prückner Miloš,Ing.,49,NEZ,BEZPP,1 555,5.48,2,*
2002,10,NEZÁVISLÍ,30,Pudil Aleš,,41,NEZ,BEZPP,851,3.00,27,
2002,8,Sdružení nezávislých,5,Pulz Jaroslav,,42,SNK ED,BEZPP,1 752,3.00,5,
2002,7,Komunistická str.Čech a Moravy,17,Raichl Ladislav,,60,KSČM,KSČM,1 480,2.97,12,
2002,9,Česká strana národně sociální,27,Rainert Vratislav,,73,ČSNS,BEZPP,42,2.11,,
2002,9,Česká strana národně sociální,21,Rainetová Juliana,,74,ČSNS,BEZPP,40,2.01,,
2002,9,Česká strana národně sociální,13,Ramach Vojtěch,,32,ČSNS,BEZPP,47,2.36,,
2002,9,Česká strana národně sociální,15,Ramachová Marie,,54,ČSNS,BEZPP,45,2.26,,
2002,9,Česká strana národně sociální,20,Ramachová Šárka,,30,ČSNS,BEZPP,43,2.16,,
2002,3,Česká str.sociálně demokrat.,22,Rataj Jiří,Ing.,67,ČSSD,ČSSD,1 530,2.64,16,
2002,10,NEZÁVISLÍ,10,Rosenkranz Bohumil,,45,NEZ,BEZPP,967,3.40,7,
2002,5,Občanská demokratická strana,13,Rudiš Miroslav,Ing.,53,ODS,ODS,3 309,3.31,3,
2002,8,Sdružení nezávislých,19,Řepová Leona,Ing.,31,SNK ED,BEZPP,1 655,2.84,14,
2002,8,Sdružení nezávislých,11,Sedláček Jan,Ing.,50,SNK ED,BEZPP,1 754,3.01,8,
2002,9,Česká strana národně sociální,22,Semeradtová Marie,,53,ČSNS,BEZPP,42,2.11,,
2002,6,Křesť.demokr.unie-Čs.str.lid.,4,Schönbornová Markéta,JUC.,22,KDU-ČSL,KDU-ČSL,585,2.74,8,
2002,6,Křesť.demokr.unie-Čs.str.lid.,21,Siegel Petr,Ing.,38,KDU-ČSL,BEZPP,474,2.22,19,
2002,7,Komunistická str.Čech a Moravy,1,Skála Karel,,60,KSČM,KSČM,2 328,4.67,1,*
2002,4,Republikáni Miroslava Sládka,3,Sládek Tomáš,,27,RMS,RMS,90,10.94,,
2002,7,Komunistická str.Čech a Moravy,26,Smrčka Jan,,55,KSČM,KSČM,1 400,2.81,21,
2002,8,Sdružení nezávislých,2,Smutný Jan,Mgr.,42,SNK ED,BEZPP,2 531,4.34,2,*
2002,7,Komunistická str.Čech a Moravy,25,Sojka Lubomír,,58,KSČM,KSČM,1 436,2.88,20,
2002,5,Občanská demokratická strana,21,Sommer Dušan,,34,ODS,ODS,2 920,2.92,11,
2002,6,Křesť.demokr.unie-Čs.str.lid.,24,Starec Stanislav,,48,KDU-ČSL,BEZPP,432,2.02,22,
2002,6,Křesť.demokr.unie-Čs.str.lid.,13,Stejskalová Lucie,,22,KDU-ČSL,BEZPP,491,2.30,12,
2002,1,Strana zelených,17,Stuchlík Jan,MUDr.,39,SZ,BEZPP,651,3.82,5,
2002,7,Komunistická str.Čech a Moravy,2,Suchý Tomáš,Ing.,34,KSČM,BEZPP,1 818,3.64,2,*
2002,3,Česká str.sociálně demokrat.,18,Syrový Václav,,57,ČSSD,ČSSD,1 629,2.81,12,
2002,3,Česká str.sociálně demokrat.,17,Šádková Helena,Mgr.,34,ČSSD,BEZPP,1 912,3.30,11,
2002,6,Křesť.demokr.unie-Čs.str.lid.,29,Šantroch Jan,,23,KDU-ČSL,BEZPP,409,1.91,27,
2002,10,NEZÁVISLÍ,6,Šedivý Pavel,MUDr.,43,NEZ,BEZPP,1 455,5.13,3,*
2002,4,Republikáni Miroslava Sládka,9,Ševčíková Irena,,57,RMS,BEZPP,51,6.20,,
2002,7,Komunistická str.Čech a Moravy,18,Šíma Jindřich,,46,KSČM,KSČM,1 472,2.95,13,
2002,9,Česká strana národně sociální,2,Škoda Miloslav,,54,ČSNS,BEZPP,245,12.34,,
2002,8,Sdružení nezávislých,15,Šmelhaus Ivo,MUDr.,60,SNK ED,BEZPP,2 117,3.63,6,*
2002,7,Komunistická str.Čech a Moravy,31,Šourek Jaroslav,,57,KSČM,KSČM,1 350,2.71,26,
2002,2,Unie svobody-Demokratická unie,16,Špádová Eva,,29,US-DEU,BEZPP,222,4.78,,
2002,9,Česká strana národně sociální,10,Špalek Václav,,50,ČSNS,BEZPP,75,3.77,,
2002,9,Česká strana národně sociální,14,Špalková Jana,,40,ČSNS,BEZPP,43,2.16,,
2002,6,Křesť.demokr.unie-Čs.str.lid.,33,Štěpán Pavel,,20,KDU-ČSL,BEZPP,353,1.65,31,
2002,8,Sdružení nezávislých,9,Štěrba Jiří,Ing. arch.,54,SNK ED,BEZPP,2 114,3.62,1,
2002,10,NEZÁVISLÍ,19,Šulc Josef,,41,NEZ,BEZPP,753,2.65,16,
2002,3,Česká str.sociálně demokrat.,14,Šulc Karel,Ing.,57,ČSSD,BEZPP,1 923,3.32,8,
2002,10,NEZÁVISLÍ,21,Šulc Miloslav,Ing.,40,NEZ,BEZPP,726,2.55,18,
2002,10,NEZÁVISLÍ,14,Švásta Karel,,51,NEZ,BEZPP,780,2.75,11,
2002,7,Komunistická str.Čech a Moravy,23,Tomík Stanislav,,51,KSČM,BEZPP,1 426,2.86,18,
