Rok,Kandidátnílistina,Kandidátnílistina.1,Poř.číslo,Kandidát,Kandidát.1,Věk,Navrh.strana,Polit.přísl.,Hlasy,Hlasy.1,Pořadí,Mandát
Rok,Kandidátnílistina,Kandidátnílistina,Poř.číslo,"Příjmení, jméno",Tituly,Věk,Navrh.strana,Polit.přísl.,abs.,v %,Pořadí,Mandát
2018,9,STAROSTOVÉ A NEZÁVISLÍ,22,Hart David,,45,STAN,BEZPP,1 317,2.72,17,
2018,6,Česká str.sociálně demokrat.,31,Hašek Jiří,Mgr.,63,ČSSD,BEZPP,843,2.85,28,
2018,7,Svob.a př.dem.-T.Okamura (SPD),20,Hedrlínová Eva,,61,SPD,BEZPP,546,2.93,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,27,Helis Jakub,,27,STAN,BEZPP,1 231,2.54,22,
2018,1,Komunistická str.Čech a Moravy,24,Heller Miroslav,,69,KSČM,KSČM,713,2.84,22,
2018,4,ANO 2011+Volba pro Ml.Boleslav,6,Hladíková Jana,,45,VpMB,BEZPP,3 342,3.33,4,*
2018,8,"Koalice KDU-ČSL, Zelení",20,Hlaváčová Klára,Mgr.,44,Zelení,BEZPP,561,2.72,19,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,19,Hloušek Luboš,,52,STAN,BEZPP,1 289,2.66,14,
2018,7,Svob.a př.dem.-T.Okamura (SPD),23,Hodboď Marek,,35,SPD,BEZPP,565,3.04,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,24,Holomoucká Jaroslava,,66,NK,BEZPP,307,2.51,,
2018,3,Občanská demokratická strana,16,Horáček Bohumil,Bc.,47,ODS,BEZPP,3 296,3.02,5,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,16,Horák Miroslav,Ing.,64,STAN,BEZPP,1 314,2.71,11,
2018,6,Česká str.sociálně demokrat.,2,Horčička Karel,Mgr. MPA,45,ČSSD,ČSSD,1 176,3.97,2,*
2018,4,ANO 2011+Volba pro Ml.Boleslav,27,Hort Josef,,44,VpMB,BEZPP,2 797,2.79,17,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,26,Houštecká Eliška,,40,NK,BEZPP,339,2.77,,
2018,2,TOP 09,30,Hozáková Martina,,36,TOP 09,BEZPP,360,2.32,,
2018,7,Svob.a př.dem.-T.Okamura (SPD),2,Hrádková Lada,,42,SPD,SPD,615,3.31,,
2018,1,Komunistická str.Čech a Moravy,18,Hrčka Michael,,55,KSČM,BEZPP,722,2.87,16,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,15,Hrdličková Jaroslava,,40,NK,BEZPP,334,2.73,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,11,Hromádková Petra,Ing.,42,STAN,BEZPP,1 565,3.23,6,
2018,1,Komunistická str.Čech a Moravy,20,Hrubá Hana,Mgr.,60,KSČM,KSČM,735,2.92,18,
2018,4,ANO 2011+Volba pro Ml.Boleslav,30,Hrůša Vlastimil,Mgr.,86,VpMB,BEZPP,2 664,2.65,20,
2018,2,TOP 09,33,Hudáková Jana,,42,TOP 09,BEZPP,297,1.91,,
2018,8,"Koalice KDU-ČSL, Zelení",22,Hudcová Pavla,,44,Zelení,BEZPP,576,2.79,20,
2018,6,Česká str.sociálně demokrat.,16,Hurt Petr,,38,ČSSD,ČSSD,866,2.92,13,
2018,6,Česká str.sociálně demokrat.,30,Hužera Jiří,Ing.,62,ČSSD,ČSSD,748,2.53,27,
2018,8,"Koalice KDU-ČSL, Zelení",28,Chaudhry Marta,,40,Zelení,BEZPP,480,2.32,26,
2018,4,ANO 2011+Volba pro Ml.Boleslav,16,Chmela František,,61,ANO,BEZPP,2 990,2.98,6,
2018,8,"Koalice KDU-ČSL, Zelení",18,Jahodová Iva,Ing.,31,Zelení,BEZPP,556,2.69,17,
2018,8,"Koalice KDU-ČSL, Zelení",19,Janeba David,,46,Zelení,BEZPP,576,2.79,18,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,18,Járka Václav,,48,NK,BEZPP,324,2.65,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,30,Járková Lucie,,43,NK,BEZPP,295,2.41,,
2018,8,"Koalice KDU-ČSL, Zelení",17,Jenčíková Jaroslava,,66,Zelení,BEZPP,607,2.94,16,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,13,Jirků Ludmila,,71,NK,BEZPP,323,2.64,,
2018,8,"Koalice KDU-ČSL, Zelení",7,Jonáš Martin,Ing.,50,KDU-ČSL,BEZPP,779,3.77,3,
2018,4,ANO 2011+Volba pro Ml.Boleslav,12,Juranka Aleš,,52,VpMB,VpMB,3 023,3.01,2,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,2,Kabrna Michal,,37,NK,BEZPP,482,3.94,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,25,Kamenický Jaroslav,,43,ANO,BEZPP,2 903,2.89,15,
2018,1,Komunistická str.Čech a Moravy,19,Karásek Ladislav,,63,KSČM,KSČM,720,2.87,17,
2018,1,Komunistická str.Čech a Moravy,2,Karger Zdeněk,JUDr.,54,KSČM,KSČM,894,3.56,2,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,14,Kašpar Milouš,Mgr.,39,STAN,BEZPP,1 450,2.99,9,
2018,3,Občanská demokratická strana,6,Kašpárková Miroslava,Mgr.,55,ODS,ODS,3 320,3.04,7,*
2018,5,KRÁSNÁ MLADÁ BOLESLAV,3,Keller Michal,,44,NK,BEZPP,468,3.83,,
2018,3,Občanská demokratická strana,23,Klipec Milan,,73,ODS,BEZPP,3 377,3.09,12,
2018,6,Česká str.sociálně demokrat.,22,Kment Vladimír,,68,ČSSD,BEZPP,845,2.85,19,
2018,6,Česká str.sociálně demokrat.,13,Kocourek Milan,,46,ČSSD,ČSSD,851,2.87,10,
2018,8,"Koalice KDU-ČSL, Zelení",16,Kolín Tomáš,MUDr.,44,KDU-ČSL,BEZPP,672,3.25,15,
2018,2,TOP 09,13,Kolín Vojtěch,MUDr.,68,TOP 09,BEZPP,499,3.21,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,33,Kolmanová Štěpánka,,53,VpMB,BEZPP,2 499,2.49,23,
2018,8,"Koalice KDU-ČSL, Zelení",33,Konývka Dušan,,58,Zelení,BEZPP,503,2.43,31,
2018,1,Komunistická str.Čech a Moravy,25,Kopřivová Vlasta,,70,KSČM,KSČM,700,2.79,23,
2018,8,"Koalice KDU-ČSL, Zelení",31,Kordačová Řezáčová Nela,,25,Zelení,BEZPP,441,2.13,29,
2018,1,Komunistická str.Čech a Moravy,26,Korych František,,70,KSČM,KSČM,694,2.76,24,
2018,6,Česká str.sociálně demokrat.,7,Kosina František,RNDr.,62,ČSSD,ČSSD,990,3.34,3,
2018,8,"Koalice KDU-ČSL, Zelení",21,Kotlaba Radek,Mgr.,51,Zelení,BEZPP,951,4.61,1,
2018,2,TOP 09,14,Kotrbová Eva,Ing.,33,TOP 09,BEZPP,436,2.81,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,18,Koudelka Vojtěch,,37,STAN,BEZPP,1 370,2.83,13,
2018,6,Česká str.sociálně demokrat.,8,Kouřil Martin,Ing. MBA,38,ČSSD,ČSSD,916,3.09,5,
2018,3,Občanská demokratická strana,22,Koutek Zdeněk,,53,ODS,BEZPP,3 219,2.95,11,
2018,7,Svob.a př.dem.-T.Okamura (SPD),29,Koutský Tomáš,,36,SPD,BEZPP,525,2.82,,
2018,1,Komunistická str.Čech a Moravy,6,Kovář František,,65,KSČM,KSČM,781,3.11,5,
2018,6,Česká str.sociálně demokrat.,23,Král Vladislav,Mgr. Bc.,46,ČSSD,BEZPP,888,3.00,20,
2018,8,"Koalice KDU-ČSL, Zelení",26,Král Vojtěch,Ing.,51,KDU-ČSL,BEZPP,513,2.48,24,
2018,6,Česká str.sociálně demokrat.,32,Králíková Alexandra,PhDr.,61,ČSSD,ČSSD,728,2.46,29,
2018,2,TOP 09,23,Krátký Oliver,,19,TOP 09,BEZPP,477,3.07,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,1,Krištofiak Jan,Bc.,38,ODA,ODA,636,5.20,,
2018,8,"Koalice KDU-ČSL, Zelení",15,Kroupová Andrea,Mgr.,39,KDU-ČSL,BEZPP,635,3.08,14,
2018,8,"Koalice KDU-ČSL, Zelení",1,Krumpholcová Jana,Ing. MSc.,38,Zelení,Zelení,990,4.80,2,*
2018,9,STAROSTOVÉ A NEZÁVISLÍ,12,Kružík Pavel,,47,STAN,STAN,1 426,2.94,7,
2018,6,Česká str.sociálně demokrat.,28,Křováček Pavel,Ing.,73,ČSSD,BEZPP,757,2.56,25,
2018,1,Komunistická str.Čech a Moravy,17,Kučera Luděk,,56,KSČM,KSČM,724,2.88,15,
2018,7,Svob.a př.dem.-T.Okamura (SPD),5,Kučera Ondřej,,40,SPD,SPD,599,3.22,,
2018,3,Občanská demokratická strana,11,Kuhnová Zdeňka,PaedDr.,58,ODS,BEZPP,3 534,3.24,11,*
2018,1,Komunistická str.Čech a Moravy,30,Kuchtová Marie,,77,KSČM,KSČM,674,2.68,28,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,24,Kulka Rudolf,,74,STAN,BEZPP,1 298,2.68,19,
2018,7,Svob.a př.dem.-T.Okamura (SPD),21,Kuntošová Dana,,45,SPD,BEZPP,544,2.92,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,19,Kůtek Roman,Ing.,42,ANO,ANO,2 987,2.98,9,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,31,Kutloch Radek,,43,STAN,BEZPP,1 127,2.32,26,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,10,Kvaizar Svatopluk,Mgr.,74,STAN,BEZPP,1 982,4.09,3,*
2018,3,Občanská demokratická strana,33,Kypta Tomáš,,60,ODS,BEZPP,2 770,2.53,22,
2018,3,Občanská demokratická strana,24,Lakatoš Jozef,,67,ODS,ODS,3 105,2.84,13,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,29,Lamač Marek,,38,NK,BEZPP,312,2.55,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,20,Laurýn Václav,,51,VpMB,BEZPP,3 129,3.12,10,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,5,Laurýnová Lucie,Mgr.,49,STAN,BEZPP,1 731,3.57,2,
2018,2,TOP 09,9,Ledvina Luboš,,38,TOP 09,TOP 09,443,2.85,,
2018,2,TOP 09,31,Ledvinová Alena,,62,TOP 09,BEZPP,326,2.10,,
2018,7,Svob.a př.dem.-T.Okamura (SPD),13,Líbal Jiří,,53,SPD,SPD,566,3.04,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,12,Linhart Petr,Bc.,31,NK,BEZPP,376,3.07,,
2018,2,TOP 09,16,Macek Jaroslav,,46,TOP 09,TOP 09,417,2.68,,
2018,1,Komunistická str.Čech a Moravy,33,Mach Zdeněk,,73,KSČM,KSČM,639,2.54,31,
2018,1,Komunistická str.Čech a Moravy,21,Malík Ladislav,,67,KSČM,KSČM,711,2.83,19,
2018,7,Svob.a př.dem.-T.Okamura (SPD),33,Malíková Milena,,65,SPD,BEZPP,478,2.57,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,6,Malinová Eva,,67,NK,BEZPP,377,3.08,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,32,Marečková Veronika,Bc.,24,ANO,BEZPP,2 592,2.58,22,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,1,Marek Daniel,Mgr.,37,STAN,BEZPP,2 203,4.55,2,*
2018,9,STAROSTOVÉ A NEZÁVISLÍ,26,Mareš Milan,Mgr.,58,STAN,BEZPP,1 235,2.55,21,
2018,4,ANO 2011+Volba pro Ml.Boleslav,2,Mašek Petr,,48,VpMB,BEZPP,3 712,3.70,2,*
2018,6,Česká str.sociálně demokrat.,17,Mašek Petr,,40,ČSSD,ČSSD,860,2.90,14,
2018,8,"Koalice KDU-ČSL, Zelení",9,Mašková Ludmila,PharmDr.,61,KDU-ČSL,KDU-ČSL,636,3.08,8,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,32,Michal Jakub,,38,STAN,BEZPP,1 088,2.24,27,
2018,7,Svob.a př.dem.-T.Okamura (SPD),16,Mikolanda Zdeněk,,45,SPD,BEZPP,576,3.10,,
2018,7,Svob.a př.dem.-T.Okamura (SPD),19,Mikolanda Zdeněk,,74,SPD,BEZPP,545,2.93,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,27,Mišanková Nataša,,59,NK,BEZPP,299,2.44,,
2018,6,Česká str.sociálně demokrat.,14,Müller Miloslav,,60,ČSSD,ČSSD,921,3.11,11,
2018,4,ANO 2011+Volba pro Ml.Boleslav,8,Najman Stanislav,MUDr.,58,VpMB,BEZPP,3 517,3.51,3,*
2018,6,Česká str.sociálně demokrat.,21,Nebeský Josef,,67,ČSSD,ČSSD,832,2.81,18,
2018,2,TOP 09,12,Nedvědová Jitka,Bc.,52,TOP 09,BEZPP,514,3.31,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,2,Nechanický Pavel,MUDr.,60,STAN,BEZPP,2 310,4.77,1,*
2018,3,Občanská demokratická strana,13,Nejman Jan,,49,ODS,ODS,3 256,2.98,2,
2018,2,TOP 09,21,Netrval Tomáš,,44,TOP 09,BEZPP,415,2.67,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,17,Netušil Martin,,47,ANO,ANO,2 954,2.94,7,
2018,3,Občanská demokratická strana,3,Neuman Miloslav,,66,ODS,ODS,3 505,3.21,5,*
2018,3,Občanská demokratická strana,29,Neuman Štěpán,,33,ODS,ODS,3 029,2.77,18,
2018,4,ANO 2011+Volba pro Ml.Boleslav,31,Nevrlý Michal,,34,ANO,ANO,2 618,2.61,21,
2018,4,ANO 2011+Volba pro Ml.Boleslav,10,Novák Jaroslav,MUDr.,63,VpMB,VpMB,3 063,3.05,10,*
2018,7,Svob.a př.dem.-T.Okamura (SPD),27,Novák Tomáš,,19,SPD,BEZPP,527,2.83,,
2018,2,TOP 09,29,Novotná Jana,Mgr.,62,TOP 09,TOP 09,379,2.44,,
2018,7,Svob.a př.dem.-T.Okamura (SPD),25,Nový Pavel,,41,SPD,BEZPP,548,2.95,,
2018,3,Občanská demokratická strana,1,Nwelati Raduan,MUDr.,52,ODS,ODS,3 964,3.63,1,*
2018,3,Občanská demokratická strana,31,Nwelati Stefanie,,19,ODS,BEZPP,2 781,2.54,20,
2018,3,Občanská demokratická strana,2,Olšák Miroslav,Ing.,57,ODS,ODS,3 491,3.20,4,*
2018,3,Občanská demokratická strana,4,Pabišta Richard,MUDr.,53,ODS,BEZPP,3 904,3.57,2,*
2018,7,Svob.a př.dem.-T.Okamura (SPD),30,Páchová Martina,,28,SPD,BEZPP,519,2.79,,
2018,6,Česká str.sociálně demokrat.,9,Patočková Zdeňka,Mgr.,57,ČSSD,BEZPP,942,3.18,6,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,23,Pečenka Jiří,,44,STAN,BEZPP,1 291,2.66,18,
2018,3,Občanská demokratická strana,7,Pekár Jan,,64,ODS,ODS,3 312,3.03,8,*
2018,3,Občanská demokratická strana,5,Pešková Eva,PhDr.,78,ODS,BEZPP,3 557,3.26,6,*
2018,1,Komunistická str.Čech a Moravy,29,Petr Stanislav,,75,KSČM,KSČM,682,2.71,27,
2018,4,ANO 2011+Volba pro Ml.Boleslav,7,Petrtýl František,Ing.,59,ANO,ANO,3 286,3.28,8,*
2018,7,Svob.a př.dem.-T.Okamura (SPD),9,Pilař Josef,,33,SPD,SPD,575,3.09,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,20,Pilařová Petra,,40,STAN,BEZPP,1 299,2.68,15,
2018,2,TOP 09,25,Pinkasová Eva,MgA.,42,TOP 09,BEZPP,535,3.44,,
2018,6,Česká str.sociálně demokrat.,19,Pišinger Milan,,70,ČSSD,ČSSD,879,2.97,16,
2018,7,Svob.a př.dem.-T.Okamura (SPD),32,Pitoňák Tomáš,,29,SPD,BEZPP,501,2.69,,
2018,7,Svob.a př.dem.-T.Okamura (SPD),14,Plavnická Simona,,31,SPD,BEZPP,560,3.01,,
2018,7,Svob.a př.dem.-T.Okamura (SPD),24,Plíšek Ondřej,,33,SPD,BEZPP,551,2.96,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,10,Pokora Ladislav,,45,NK,BEZPP,357,2.92,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,4,Polívka Jaroslav,Mgr.,75,VpMB,VpMB,3 211,3.20,6,*
2018,5,KRÁSNÁ MLADÁ BOLESLAV,9,Pospíšilová Monika,,46,NK,BEZPP,604,4.94,,
2018,6,Česká str.sociálně demokrat.,1,Povšík Robin,,39,ČSSD,ČSSD,1 316,4.45,1,*
2018,1,Komunistická str.Čech a Moravy,13,Procházka Jiří,,55,KSČM,BEZPP,742,2.95,11,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,29,Pruner Milan,,56,STAN,BEZPP,1 215,2.51,24,
2018,2,TOP 09,18,Přibyl Josef,,32,TOP 09,BEZPP,438,2.82,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,11,Rambousek Lukáš,,32,ANO,ANO,3 054,3.04,1,
2018,4,ANO 2011+Volba pro Ml.Boleslav,26,Rameš Ondřej,Ing.,40,VpMB,BEZPP,2 855,2.84,16,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,25,Ratimec Michal,,39,STAN,BEZPP,1 293,2.67,20,
2018,7,Svob.a př.dem.-T.Okamura (SPD),18,Rejnart Vladimír,,74,SPD,BEZPP,557,2.99,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,14,Rosenkranz Bohumil,,61,VpMB,VpMB,3 116,3.11,4,
2018,2,TOP 09,22,Rubešová Kateřina,,37,TOP 09,BEZPP,390,2.51,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,14,Rymelová Olga,,76,NK,BEZPP,327,2.67,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,30,Řehák Jiří,,48,STAN,BEZPP,1 143,2.36,25,
2018,6,Česká str.sociálně demokrat.,20,Řeháková Eva,,69,ČSSD,BEZPP,886,2.99,17,
2018,7,Svob.a př.dem.-T.Okamura (SPD),15,Samek Michal,,49,SPD,BEZPP,558,3.00,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,21,Sedláček Jan,Ing.,66,STAN,BEZPP,1 382,2.85,16,
2018,4,ANO 2011+Volba pro Ml.Boleslav,28,Sedláček Václav,,55,VpMB,BEZPP,2 825,2.81,18,
2018,4,ANO 2011+Volba pro Ml.Boleslav,3,Servus Petr,,40,ANO,ANO,3 150,3.14,5,*
2018,6,Česká str.sociálně demokrat.,3,Sezemský Přemysl,,55,ČSSD,ČSSD,996,3.36,2,
2018,7,Svob.a př.dem.-T.Okamura (SPD),3,Simon Oldřich,,42,SPD,SPD,591,3.18,,
2018,3,Občanská demokratická strana,15,Siřínek Přemysl,Mgr.,56,ODS,BEZPP,3 504,3.21,4,
2018,1,Komunistická str.Čech a Moravy,4,Skála Karel,,76,KSČM,KSČM,1 001,3.99,1,
2018,3,Občanská demokratická strana,14,Slabý Tomáš,Mgr.,29,ODS,ODS,3 366,3.08,3,
2018,3,Občanská demokratická strana,21,Smutný Jan,Mgr.,58,ODS,BEZPP,3 404,3.12,10,
2018,6,Česká str.sociálně demokrat.,26,Smutný Jiří,Mgr.,60,ČSSD,BEZPP,842,2.84,23,
2018,3,Občanská demokratická strana,28,Solničková Gabriela,Mgr.,47,ODS,BEZPP,3 188,2.92,17,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,33,Soukupová Veronika,Ing.,46,STAN,BEZPP,1 066,2.20,28,
2018,7,Svob.a př.dem.-T.Okamura (SPD),31,Staňková Jana,,39,SPD,BEZPP,559,3.00,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,5,Starý Jakub,Ing.,33,ANO,ANO,3 163,3.15,7,*
2018,4,ANO 2011+Volba pro Ml.Boleslav,9,Starý Stanislav,Ing.,39,ANO,ANO,3 011,3.00,9,*
2018,1,Komunistická str.Čech a Moravy,22,Suchý Josef,,66,KSČM,KSČM,712,2.83,20,
2018,1,Komunistická str.Čech a Moravy,1,Suchý Tomáš,Ing.,50,KSČM,BEZPP,1 064,4.24,1,*
2018,7,Svob.a př.dem.-T.Okamura (SPD),28,Svatoš Josef,,77,SPD,BEZPP,525,2.82,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,20,Svoboda Jaroslav,,68,NK,BEZPP,312,2.55,,
2018,2,TOP 09,10,Svoboda Petr,,20,TOP 09,TOP 09,487,3.13,,
2018,6,Česká str.sociálně demokrat.,25,Szabóová Jana,,38,ČSSD,BEZPP,789,2.66,22,
2018,3,Občanská demokratická strana,17,Šamárek Vojtěch,,20,ODS,ODS,3 232,2.96,6,
2018,1,Komunistická str.Čech a Moravy,15,Šašek Jiří,,54,KSČM,BEZPP,733,2.92,13,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,3,Šebek Jaroslav,,63,STAN,STAN,1 881,3.88,4,*
2018,3,Občanská demokratická strana,27,Šedivý Pavel,MUDr.,59,ODS,BEZPP,3 320,3.04,16,
2018,1,Komunistická str.Čech a Moravy,9,Šedo Jozef,,44,KSČM,KSČM,753,3.00,7,
2018,4,ANO 2011+Volba pro Ml.Boleslav,13,Ševela Libor,Bc.,45,ANO,ANO,2 989,2.98,3,
2018,6,Česká str.sociálně demokrat.,12,Šíma Petr,Ing.,48,ČSSD,ČSSD,844,2.85,9,
2018,6,Česká str.sociálně demokrat.,27,Šimánek Ladislav,Mgr.,37,ČSSD,BEZPP,798,2.69,24,
2018,8,"Koalice KDU-ČSL, Zelení",8,Šimíček Jaroslav,Ing.,49,Zelení,BEZPP,607,2.94,7,
2018,2,TOP 09,24,Škába Václav,,75,TOP 09,BEZPP,441,2.84,,
2018,1,Komunistická str.Čech a Moravy,8,Šlégl Oldřich,MUDr.,70,KSČM,BEZPP,1 024,4.08,2,*
2018,5,KRÁSNÁ MLADÁ BOLESLAV,8,Šnýdr Jan,,32,NK,BEZPP,383,3.13,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,29,Špalek Miroslav,PaedDr.,59,ANO,BEZPP,2 749,2.74,19,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,8,Štěpánek Jiří,,47,STAN,STAN,1 443,2.98,5,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,15,Štěpánková Karglová Monika,,47,STAN,BEZPP,1 400,2.89,10,
2018,2,TOP 09,27,Šturma Hynek,,24,TOP 09,BEZPP,471,3.03,,
2018,7,Svob.a př.dem.-T.Okamura (SPD),1,Štýbler Václav,Bc.,42,SPD,SPD,733,3.94,,
2018,4,ANO 2011+Volba pro Ml.Boleslav,23,Švásta Karel,,67,ANO,BEZPP,2 894,2.88,13,
2018,8,"Koalice KDU-ČSL, Zelení",2,Táborský Pavel,Ing.,29,KDU-ČSL,KDU-ČSL,641,3.10,5,
2018,3,Občanská demokratická strana,8,Tomanová Helena,MUDr.,66,ODS,BEZPP,3 642,3.33,3,*
2018,1,Komunistická str.Čech a Moravy,31,Tomík Stanislav,,67,KSČM,KSČM,667,2.65,29,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,25,Uličná Nikol,,43,NK,BEZPP,309,2.52,,
2018,2,TOP 09,28,Valentová Jana,,36,TOP 09,TOP 09,401,2.58,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,28,Valeš Jiří,,61,STAN,BEZPP,1 213,2.50,23,
2018,6,Česká str.sociálně demokrat.,24,Vaněk František,,72,ČSSD,ČSSD,773,2.61,21,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,13,Vaníček Milan,,55,STAN,STAN,1 387,2.86,8,
2018,8,"Koalice KDU-ČSL, Zelení",4,Vedral Jaroslav,MUDr.,66,KDU-ČSL,BEZPP,1 157,5.61,1,*
2018,6,Česká str.sociálně demokrat.,15,Ventová Nebeská Josefína,Mgr. Bc.,35,ČSSD,ČSSD,884,2.99,12,
2018,8,"Koalice KDU-ČSL, Zelení",23,Vítovská Radka,,42,Zelení,BEZPP,573,2.77,21,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,23,Vodička Petr,,32,NK,BEZPP,328,2.68,,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,32,Vodičková Helena,,54,NK,BEZPP,282,2.30,,
2018,3,Občanská demokratická strana,20,Volf Vlastimil,,66,ODS,BEZPP,3 386,3.10,9,
2018,3,Občanská demokratická strana,25,Volfová Jana,Mgr.,42,ODS,BEZPP,3 253,2.98,14,
2018,7,Svob.a př.dem.-T.Okamura (SPD),6,Völgyi Dana,,48,SPD,SPD,573,3.08,,
2018,8,"Koalice KDU-ČSL, Zelení",13,Vošvrdová Lea Dana,,45,Zelení,BEZPP,634,3.07,12,
2018,8,"Koalice KDU-ČSL, Zelení",25,Vraná Zuzana,,41,Zelení,BEZPP,525,2.54,23,
2018,8,"Koalice KDU-ČSL, Zelení",30,Vranka Stanislav,,35,Zelení,BEZPP,440,2.13,28,
2018,5,KRÁSNÁ MLADÁ BOLESLAV,4,Vrba Jiří,,44,NK,BEZPP,620,5.07,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,9,Vrbata David,,35,STAN,BEZPP,1 731,3.57,3,
2018,8,"Koalice KDU-ČSL, Zelení",3,Vrbová Milada,,45,Zelení,BEZPP,918,4.45,2,
2018,6,Česká str.sociálně demokrat.,10,Vrchlavský Zdeněk,,54,ČSSD,ČSSD,907,3.06,7,
2018,3,Občanská demokratická strana,18,Zábranská Dana,Mgr.,45,ODS,BEZPP,3 275,3.00,7,
2018,2,TOP 09,15,Zajíček Jakub,Ing.,35,TOP 09,BEZPP,445,2.86,,
2018,2,TOP 09,7,Zajíček Tomáš,,25,TOP 09,TOP 09,520,3.35,,
2018,2,TOP 09,3,Zákoucká Dagmar,,43,TOP 09,TOP 09,576,3.71,,
2018,2,TOP 09,32,Zákoucký Bohuslav,,41,TOP 09,BEZPP,315,2.03,,
2018,2,TOP 09,2,Zeman Přemysl,Ing.,38,TOP 09,TOP 09,661,4.26,,
2018,9,STAROSTOVÉ A NEZÁVISLÍ,7,Zítka Jindřich,Ing. arch.,44,STAN,STAN,1 609,3.32,4,
2018,3,Občanská demokratická strana,32,Zörkler Jiří,,48,ODS,ODS,2 687,2.46,21,
2018,8,"Koalice KDU-ČSL, Zelení",29,Žáčková Jitka,,25,Zelení,BEZPP,470,2.27,27,
2018,8,"Koalice KDU-ČSL, Zelení",14,Žemlička Radan,,54,Zelení,BEZPP,565,2.74,13,
